,ID,index,X,Y,depth,por,perm,ai,rho,Vc,E,Vs,G,log_perm,SS_perm,SS_por,SS_fraction,SS-Sh_perm,SS-Sh_por,SS-Sh_fraction,Sh-SS_perm,Sh-SS_por,Sh-SS_fraction,Sh_fraction,perm_w_ave,perm_h_ave,Sh_perm,Sh_por,dist_woc,SS+Sh-SS_fraction,dist_frac,area,cum_oil_1y,cum_oil_2y,cum_oil_3y,cum_water_1y,cum_water_2y,cum_water_3y,wc_1y,wc_2y,wc_3y
0,1.0,9.5,7325.0,7175.0,3057.550000000001,0.13472518,112.94415476003942,7232822.753823529,2.1269210433515,3392.8974663684207,25.674891276666667,1656.844649222222,6.357954084647056,2.006828564914035,134.56872791286034,0.1480795733333333,0.75,36.338212086051286,0.06868999999999999,0.15,65.66877012486461,0.13362000000000002,0.1,0.0,11.888858395793624,831.6170963288474,44.85084893989779,0.06077729104440199,14.599999999999909,0.85,1944.543648263004,308023.9929561958,450.98,684.2,847.33,494.89,1236.4,2108.7,0.523211434975208,0.7607337416515343,0.670734134163109
1,2.0,29.5,4225.0,3525.0,3052.5400000000004,0.12889979999999995,105.60083841025423,7323769.2760526305,2.127664119192,3514.5623519411765,25.284288698888886,1673.4525456111112,6.436651406736843,1.9274024781061407,180.76798946097793,0.15876875000000001,0.4,35.962116199538464,0.0645,0.2,65.25304846488845,0.13123075,0.4,0.0,11.115877727395183,654.2219114681473,44.82175913799248,0.06197337035849748,19.610000000000127,0.8,2828.427124746191,579739.904393769,594.43,946.61,1201.2,226.97,646.5,1187.7,0.2763209155101047,0.5436368584053595,0.4695986030580491
2,3.0,49.5,7725.0,8275.0,3060.669999999999,0.117786855,80.82542475099373,7340298.8284210535,1.9988275848530006,3972.8261426666663,27.93894552941176,1676.0179762941175,5.699667701944445,1.8687933050169665,113.89798866564044,0.14468,0.45,36.338212086051286,0.06577,0.05,62.72181968023406,0.1296211833333333,0.3,0.2,8.507939447473028,641.3573738967333,44.6893667154138,0.05252999999999999,11.480000000000018,0.75,3005.203820042826,2578085.3386581084,381.75,611.38,781.4,393.17,948.18,1603.1,0.5073685025551025,0.7073434951060359,0.6274489853597874
3,4.0,69.5,4425.0,6475.0,3051.61,0.138484905,114.95042566340923,7302308.2204375,1.9675465267760004,3675.865372631579,27.021137913529408,1651.69117275,5.432418486,2.004317124231154,147.5128446924489,0.15277446923076926,0.65,36.338212086051286,0.068235,0.1,61.73302161884931,0.12943200000000002,0.25,0.0,12.10004480667466,826.2090226079316,45.694852400159185,0.05626409248792463,20.539999999999964,0.9,601.0407640085673,615769.5759840098,795.82,1262.8,1573.2,253.25,782.38,1502.9,0.2414042914200196,0.5311963538163457,0.44558315789473685
4,5.0,89.5,2125.0,1225.0,3060.449999999999,0.129623815,82.6672354430108,7346910.2695,1.926749369454,3790.3374070588234,27.761161782499997,1709.9129987777778,5.262329011444443,1.879574455114876,140.28126375243664,0.152104,0.25,37.605617478393576,0.08971469688419997,0.0,66.35074282055427,0.13097202307692307,0.65,0.1,8.701814257159032,666.7229911268089,44.6893667154138,0.06466,11.700000000000273,0.9,5939.696961966998,808106.7018361553,259.9,426.42,548.68,523.66,1187.0,1932.5,0.6683087447036602,0.799339647651411,0.727330540996908
5,6.0,109.5,2675.0,4525.0,3053.4599999999996,0.12047697500000001,79.54565658166798,7414363.551222222,1.9757685263055003,3838.0297760000003,27.117340402499995,1688.9773184375,5.325126153764706,1.8418104943106368,148.8982966218578,0.158912,0.25,36.338212086051286,0.08801,0.1,66.10975083225696,0.13055772222222223,0.45,0.2,8.37322700859663,592.8423854097234,44.6893667154138,0.065985,18.690000000000055,0.7,3217.335854398791,643476.478790651,365.12,548.91,668.02,156.75,466.3,860.95,0.3003621591584111,0.6274577370576074,0.5351462554456815
6,7.0,129.5,6725.0,8025.0,3058.400000000001,0.1347679,114.11337689536478,7296628.1591578955,2.2178372256245007,3364.7366595555554,24.976279590526318,1657.9996998666663,6.159486002812499,1.9697247094218784,153.2905656649265,0.148889,0.6,29.54117466403419,0.07159,0.15,70.83144518721497,0.13878400000000002,0.25,0.0,12.011934410038402,681.1440768568176,45.01399841872917,0.061663792640546555,13.75,0.85,2121.3203435596424,621521.6887619297,423.7,654.55,823.89,561.25,1340.6,2239.7,0.5698258794862683,0.7714808948723025,0.6897207841054914
7,8.0,149.5,3975.0,8675.0,3058.080000000001,0.127264345,95.54797088746908,7361304.8259999985,2.2215102389765,3647.4368083125,24.811070098749997,1668.8890791764704,6.187218961999999,1.9335391662985433,121.58074524415939,0.14409341666666667,0.6,46.19087739401282,0.07162822499999999,0.2,66.80674131085442,0.13241325,0.2,0.0,10.057681146049378,706.41772563633,46.201220895215194,0.0560139003009954,14.070000000000164,0.8,636.3961030678933,557478.0725586168,361.3,551.42,683.92,535.32,1285.6,2149.0,0.5970422252459235,0.7978307103360271,0.7121649327967194
8,9.0,169.5,5625.0,5475.0,3050.800000000001,0.13158793,106.86039485833942,7314985.6970000025,2.1325389939384998,3530.3976559999996,26.020722091764704,1708.1565745,6.330710407499999,1.9815185679172622,129.7211213586833,0.14932642857142858,0.7,38.441754547038464,0.06764984999999998,0.2,83.67258997853416,0.1352946,0.1,0.0,11.248462616667306,786.2395983282797,44.7421337224183,0.06640933900514112,21.34999999999991,0.7999999999999999,459.619407771259,510795.9354966792,688.58,1063.0,1314.4,243.26,761.42,1459.0,0.2610533997252747,0.5805193932196554,0.48335820895522386
9,10.0,189.5,3725.0,1575.0,3057.82,0.11053887999999998,68.23471107622899,7483436.526647057,1.860549172391,4043.160764444445,31.23661856375,1655.2771059411766,5.676331912499999,1.7955583584313402,124.8504946337945,0.1462825,0.2,38.16628260276577,0.0892009314517106,0.0,58.3495826738484,0.12113636363636364,0.55,0.25,7.18260116591884,552.8729243997706,44.6893667154138,0.05862952000000001,14.329999999999927,0.75,4560.838738653232,2578085.3386581084,229.35,388.35,518.27,222.51,528.21,880.8,0.4924312840260257,0.6578437701743061,0.5975488183897263
10,11.0,209.5,4275.0,5675.0,3050.4700000000007,0.13018490500000002,90.08308441371057,7290986.720055555,2.1014904964025,3501.9116400000003,25.883141454705875,1681.9601010499998,6.137786906157895,1.8956811214341769,128.382960862078,0.1467139111111111,0.45,28.43450963403419,0.07171,0.15,70.11393895167583,0.1335178625,0.4,0.0,9.482429938285321,591.9761408594767,45.55218907401819,0.07014681448608906,21.68000000000029,0.8500000000000001,1272.7922061357829,902111.677061306,512.8,791.55,978.14,189.4,589.27,1120.3,0.26972372543434925,0.5892399280893578,0.4938007853985033
11,12.0,229.5,1625.0,3775.0,3057.599999999999,0.12658640499999999,96.54474972045207,7321879.4734,1.9052049092645,3841.4180768421056,29.699365588823525,1643.1647640000003,5.313001936866668,1.9275333405388864,130.16305395197642,0.1489509090909091,0.55,38.03105061320118,0.0815633851836075,0.0,56.50292074607885,0.12195801666666667,0.3,0.15,10.1626052337318,702.8363534672135,53.36129215360919,0.05384,14.550000000000182,0.8500000000000001,4490.128060534576,2578085.3386581084,422.81,659.42,840.47,380.47,987.1,1714.1,0.4736455532317499,0.7194037284758787,0.6295389213478483
12,13.0,249.5,5175.0,8875.0,3058.7900000000004,0.13223481499999998,99.45624761468184,7332347.215833333,2.172798358631,3643.225192578947,25.873994093888893,1672.976136105263,5.930247435000001,1.9409722069955666,124.82570264865285,0.147304,0.65,35.27424684453847,0.076011875,0.2,75.09794349433193,0.1418989333333333,0.15,0.0,10.469078696282297,705.6733218798117,45.8020682316568,0.05883785893476112,13.360000000000127,0.8,1626.3455967290588,465161.7274222869,357.06,569.71,732.29,536.04,1243.1,2049.9,0.6002015451797111,0.7687858129192897,0.6935700622884886
13,14.0,269.5,3075.0,8225.0,3057.550000000001,0.12828081000000002,104.37218475683964,7287669.189352941,1.9152205174125,3906.539696222222,29.877255947647058,1699.0994743124998,5.300394223315789,1.944258114413738,160.23096923904743,0.1542823777777778,0.45,81.03736981,0.08904,0.05,61.465643147017836,0.1281864,0.35,0.15,10.986545763877858,695.8610095603742,44.6893667154138,0.06357666666666666,14.599999999999909,0.8,318.1980515339477,611243.9623123903,472.57,723.88,897.16,440.96,1148.4,2003.3,0.48269898087638063,0.737877444589309,0.6395169090859784
14,15.0,289.5,1925.0,5875.0,3055.809999999999,0.11065454500000002,55.48374139257093,7452204.691894737,1.808033564339,4355.7389586875,31.787065200666657,1633.4648058235293,5.2103850126842115,1.7315417815645364,103.90230144804575,0.1385501,0.05,36.338212086051286,0.09824,0.05,55.691080944738665,0.12256538666666668,0.75,0.15,5.840393830796939,498.60534163577336,44.6893667154138,0.04594,16.340000000000146,0.8,2793.0717856868628,2578085.3386581084,183.76,289.93,375.02,133.43,347.43,599.44,0.420662694284183,0.6683949152012992,0.5974649617510748
15,16.0,309.5,4775.0,9475.0,3059.739999999999,0.12386590500000001,90.09061001814749,7374852.555722222,2.274362341805,3392.1217955624998,25.883413151578946,1675.3984523888892,6.088720428588235,1.8942086280449206,134.33277446565052,0.1465501888888889,0.45,43.98977078884103,0.07603127999999999,0.25,62.14472937131497,0.12970166666666666,0.3,0.0,9.48322210717342,650.4544151870186,45.96784625625133,0.05376330822135256,12.41000000000031,0.75,1767.7669529663688,2578085.3386581084,275.73,460.3,608.09,708.08,1531.5,2435.5,0.7197324686677306,0.8168930247323881,0.7564235648603214
16,17.0,329.5,5725.0,6275.0,3052.0,0.13640667499999998,128.16795235910598,7303838.154176471,2.21091639555,3480.249517,25.114490868333327,1655.8540696315788,6.296927859105263,1.9843339800705686,192.61822591728708,0.1616645090909091,0.55,30.840886234538463,0.0729175,0.2,64.23900343076157,0.13163078,0.25,0.0,13.491363406221685,640.906663337345,44.93989402410164,0.0646782731646659,20.15000000000009,0.8,176.77669529663575,532552.7760049881,596.15,882.17,1062.1,211.7,651.45,1238.0,0.2620535990592313,0.605908207834438,0.5039710281123578
17,18.0,349.5,2625.0,2375.0,3057.309999999999,0.11189573,73.78243388799928,7454655.483294119,1.818085417126,4254.694441352942,31.627996746666668,1657.6046011578946,4.96235204817647,1.812989410955177,118.00432540457871,0.14373922857142857,0.35,38.51618546378587,0.09690388446210862,0.0,58.35408117155226,0.1240157142857143,0.35,0.3,7.76657198821045,535.1394341085896,40.1899719545115,0.060605,14.840000000000146,0.7,4772.970773009195,907967.6199635911,300.81,470.42,597.31,318.22,807.52,1392.3,0.514062323312279,0.7425900350578987,0.6486035074696112
18,19.0,369.5,3475.0,6925.0,3053.410000000001,0.12780201,93.81757992094404,7332742.137055554,1.9143139303500003,3872.111496894737,29.73768138625,1685.4338395555556,5.378539975947368,1.9169441491420152,140.76179529302692,0.1499378,0.45,37.792642173799344,0.0827279222567836,0.0,59.42841757942463,0.12648375,0.4,0.15,9.875534728520426,699.9276119540745,44.6893667154138,0.06491,18.740000000000236,0.8500000000000001,954.5941546018389,389308.2265106743,451.52,669.82,817.74,275.29,790.33,1439.1,0.3787647390652303,0.7023208879919273,0.594000484389957
19,20.0,389.5,1175.0,2175.0,3061.330000000001,0.118774495,79.6801140949691,7367750.45936842,1.9653480664549998,3916.1013492222223,29.284919215294117,1698.4527697647059,5.445688741550001,1.862619904700006,121.83749360113345,0.14588142857142855,0.35,38.28003158011928,0.09403410575690851,0.0,64.2295475981508,0.13179498750000002,0.4,0.25,8.38738043104938,640.3255242136345,45.38068918124828,0.059992000000000004,10.820000000000164,0.75,5939.696961967,2578085.3386581084,171.98,268.98,346.96,566.18,1285.6,2073.2,0.7670152812398395,0.8811886039048529,0.8132715351571332
20,21.0,409.5,7525.0,7125.0,3057.93,0.13478670000000004,100.36581663685772,7219480.202421053,2.1759891505,3442.112695555555,24.953241841176474,1699.5464154705885,6.0259726227499995,1.9454912498001247,125.87184634919646,0.1457626153846154,0.65,24.562176018025642,0.07013,0.1,64.37159563230983,0.132112,0.25,0.0,10.564822803879759,653.1171646753812,44.72229444382565,0.07213830406560084,14.220000000000255,0.9,2050.6096654409876,443654.4555854051,381.52,596.08,751.92,411.35,1010.4,1712.2,0.518811406661874,0.7362864271579749,0.6537277925706053
21,22.0,429.5,3425.0,5125.0,3051.309999999999,0.141882075,142.3992567599776,7180622.221449999,2.1508118185539997,3488.3075398333335,25.002563104444448,1665.8236611250004,5.821048259666667,2.0762391642628493,190.08829460685234,0.16224396153846155,0.65,43.60444767070086,0.07106666666666667,0.15,61.505990574592076,0.1288175,0.2,0.0,14.98939544841869,906.8600386921377,46.48031681577842,0.06240275597784928,20.840000000000146,0.8500000000000001,2262.7416997969517,602980.3052675579,872.1,1317.9,1611.3,240.62,830.75,1659.9,0.21624487741749945,0.5696620428021199,0.46286521040040773
22,23.0,449.5,7475.0,8625.0,3060.660000000001,0.131931035,97.63978056888668,7336265.943149999,2.0065670045340007,3702.4230908235295,28.68924726499999,1643.2404196250002,5.7089909648,1.9509265847425876,122.41772159484607,0.14790273333333334,0.6,36.221106956678135,0.07515492214697184,0.0,71.88931493175059,0.13924158,0.25,0.15,10.277871638830177,766.7506686749696,41.445459193609196,0.05586,11.490000000000236,0.85,3075.914498161481,2578085.3386581084,384.49,628.05,817.24,536.65,1280.8,2141.9,0.5825933082918991,0.7534094015449879,0.6736461897778502
23,24.0,469.5,4525.0,7625.0,3054.900000000001,0.12692981999999997,111.58689304898299,7332573.627578949,2.2382148404624997,3306.251974947368,23.926021758888886,1697.5770144444443,6.217059145666666,1.9549184943525955,169.20993647577845,0.15552737,0.5,36.338212086051286,0.07090024000000002,0.25,71.58948715832373,0.12576430000000002,0.25,0.0,11.745988741998213,687.8133108634584,45.802192348974835,0.05990148603519774,17.25,0.75,282.84271247462596,685168.5838934955,474.04,675.5,796.17,214.48,647.16,1207.3,0.3115087433916226,0.6823099000220773,0.5681197478991596
24,25.0,489.5,3025.0,1375.0,3058.7900000000004,0.118805055,66.77833883203454,7437311.324888889,1.8639061013420002,4097.355597352941,30.991384987058822,1675.5951767,5.377699879157895,1.7972223259981832,132.4110216645738,0.14829,0.1,37.879435357249555,0.0930612487589535,0.0,62.445108877686756,0.12698140666666669,0.75,0.15,7.029298824424687,565.7682305130654,44.6893667154138,0.05826666666666667,13.360000000000127,0.85,5197.234841721127,745812.1341472628,269.78,445.37,578.87,317.62,743.32,1227.6,0.5407218249914879,0.7079778476276006,0.6451270704835803
25,26.0,509.5,6625.0,5725.0,3052.64,0.13662822000000002,123.66907621205273,7280404.897049999,2.0873130267710005,3625.884404333333,27.9368534975,1669.922722222222,6.054053696357143,2.0360486469129784,145.00288968572053,0.15072278125000002,0.8,36.14421124070086,0.07109330000000001,0.15,44.90265554742329,0.10772,0.05,0.0,13.01779749600555,859.290634730417,44.47847328770193,0.06007975015416056,19.51000000000022,0.8500000000000001,424.2640687119359,1011650.1156017767,689.87,1069.4,1324.9,354.23,1003.7,1830.7,0.33926826932286186,0.6311661807580176,0.5382957738307377
26,27.0,529.5,2425.0,4775.0,3054.0,0.1084595,53.64372566060084,7463520.691499999,1.7814512378635001,4031.3818144705892,31.070485810000008,1689.3961070555551,4.9529449475,1.7224626735580386,108.32710466868139,0.14187508039643137,0.0,38.97242495662774,0.08959769301059373,0.0,56.628511975663194,0.12563533333333332,0.75,0.25,5.646707964273773,493.7063453920665,44.6893667154138,0.056932,18.15000000000009,0.75,3217.335854398791,784847.8214294589,212.56,333.64,424.22,118.76,325.97,580.97,0.3584450078473983,0.6311797496116239,0.5509731971920869
27,28.0,549.5,3875.0,6675.0,3052.339999999999,0.13802330000000002,112.008280480732,7251726.465631579,2.1163941222809997,3472.5329848947363,25.279138947,1672.6648972666667,5.672872456352941,1.9940876528626295,142.78428808645597,0.15113353846153846,0.65,28.551796928025645,0.06498499999999999,0.1,65.37325412693215,0.133152,0.25,0.0,11.790345313761263,771.794614030542,46.27623670182187,0.06286299757151592,19.809999999999945,0.9,848.5281374238591,560732.6870723395,635.28,978.11,1209.6,252.95,762.44,1440.7,0.2847798430586672,0.5977684437769851,0.498966790390661
28,29.0,569.5,1425.0,1825.0,3061.150000000001,0.11965885000000001,82.7976340134044,7357488.098421053,1.8930053002445,4220.6423755000005,29.679181417999995,1644.9918904736844,5.419443756157896,1.8643118813512527,133.20450096773016,0.14583428571428572,0.35,37.97040332755285,0.09675671433869448,0.0,58.94530733477357,0.12161570000000002,0.5,0.15,8.715540422463624,623.9868212519323,44.6893667154138,0.05206,11.0,0.85,6010.407640085656,1393717.6277669691,319.26,493.9,622.47,552.77,1300.6,2153.2,0.6338887423597812,0.8106821902067276,0.7279992990927145
29,30.0,589.5,5075.0,6875.0,3052.7900000000004,0.140909285,151.27858954900947,7177820.763944444,2.160183243024,3343.952955058823,24.072756586249994,1668.4956758947367,6.06915615768421,2.064161867620683,210.32823142207965,0.16718813076923075,0.65,36.338212086051286,0.0718225,0.2,48.650644716316044,0.11915000000000002,0.15,0.0,15.924062057790467,781.9449407398371,46.14299804047409,0.0659418392291492,19.360000000000127,0.8,141.42135623731994,737727.4317802613,659.9,984.57,1194.2,246.96,779.5,1498.5,0.2723242837924266,0.6212480022398245,0.51025707359606
30,31.0,609.5,3175.0,3825.0,3053.190000000001,0.12409462499999999,102.67608724488359,7363293.739764705,1.8821700392649998,3866.243640777777,29.894746066499998,1726.9835548125,5.331214830722223,1.8896734444974677,168.91355558870174,0.15636472222222222,0.45,37.39337366918682,0.08974438453127243,0.0,62.16059690354016,0.131232,0.25,0.3,10.808009183671958,437.8068863179701,37.08279334694253,0.06974166666666666,18.960000000000036,0.7,3358.7572106361013,598096.7888795349,646.15,974.72,1185.4,215.36,674.77,1293.6,0.2499796868289399,0.5830224117363384,0.48491661389064805
31,32.0,629.5,2125.0,7825.0,3058.0400000000004,0.11529602999999997,94.73902269922804,7407694.983222221,1.9922223108289998,3688.4538802500006,28.051898355882354,1702.8873772142856,6.023918080166667,1.8944132367029183,168.91743776096533,0.15751999999999997,0.35,36.338212086051286,0.08083,0.05,61.37057832156073,0.12525151428571427,0.35,0.25,9.9725287051819,625.3614645042492,49.285225864165525,0.049138,14.110000000000127,0.7,1272.7922061357856,2578085.3386581084,437.64,658.82,819.49,334.52,892.18,1563.0,0.43322627434728556,0.7160135586256483,0.6251793721973093
32,33.0,649.5,2975.0,5925.0,3052.620000000001,0.12805743000000003,92.50733165655558,7379184.97315,1.9176841662464998,3918.1128728823533,29.250590164375,1698.0627417058824,5.471058901888889,1.9316208320158992,129.91338708897186,0.14601757777777782,0.45,38.15970208055095,0.07893340465962395,0.0,63.956036438692195,0.13162523750000002,0.4,0.15,9.7376138585848,749.194374703474,56.42595260694253,0.06466283333333332,19.5300000000002,0.8500000000000001,2015.2543263816601,490409.5328034529,428.43,641.34,780.12,152.27,479.53,911.93,0.2622180127432409,0.6058463076438898,0.5071361051277681
33,34.0,669.5,4975.0,4175.0,3051.129999999999,0.11842901499999998,70.76049871949087,7434754.152157893,2.2383528190955007,3468.9282123333337,26.074754452666664,1676.433157588235,5.7417449878,1.8109967102271178,113.23148112919924,0.141988,0.25,36.338212086051286,0.06621126000000001,0.25,66.73615083135647,0.1327584,0.5,0.0,7.448473549420093,562.2589028794247,43.980333406883936,0.06283463026452063,21.019999999999982,0.75,1838.477631085023,779849.1340954693,246.25,386.18,492.86,82.22399999999999,247.25,465.38,0.25032118219402444,0.541146919555608,0.46088923644082
34,35.0,689.5,2225.0,2775.0,3057.309999999999,0.12403948499999999,100.69515299079777,7405884.716550002,1.962456007406,3888.6709116470593,30.591552275882357,1679.4520629444446,5.671303079105264,1.907268179798716,156.21855755708944,0.15286153000000002,0.5,38.09045248629712,0.08579733558756963,0.0,42.131367616318975,0.11119491428571429,0.35,0.15,10.599489788505029,633.7764923946445,52.26597031027586,0.057936666666666664,14.840000000000146,0.85,4772.970773009197,579693.3210429917,578.46,905.9,1122.1,561.23,1434.9,2468.8,0.4924409269187235,0.7273855017442199,0.6417720775118633
